1.0091,1.0864,1.1935,1.2006,1.1217,1.1445,1.1252,1.0776,1.0332,0.85668
0.98992,1.0832,1.063,1.0238,0.97867,0.99462,1.0747,1.026,0.95105,0.8684
1.0089,1.0008,0.83127,0.64821,0.52891,0.35608,0.28416,0.13519,-0.053018,-0.18956
0.97343,0.84979,0.30509,-0.23502,-0.51027,-0.77367,-0.90524,-1.0246,-1.1655,-1.2331
0.88104,0.85605,0.63544,0.50814,0.33387,0.27783,0.25097,0.13662,0.064476,-0.048198
1.0267,1.0969,1.1426,1.0391,1.0216,0.92854,0.92517,0.85107,0.70142,0.58749
0.99634,1.0096,0.852,0.7092,0.43916,0.29741,0.037681,-0.090285,-0.1427,-0.36667
1.0075,1.1351,1.4346,1.7683,1.9687,2.0509,2.1334,2.0951,2.029,1.9359
1.0166,0.95769,0.5424,-0.069589,-0.38214,-0.70589,-0.93835,-1.0272,-1.1962,-1.366
1.0179,1.121,1.4466,1.6617,1.6971,1.69,1.6994,1.6541,1.5302,1.3804
0.91541,0.84104,0.38886,-0.1244,-0.50723,-0.58215,-0.57985,-0.67803,-0.82222,-0.90631
0.88551,0.87719,1.1551,1.4342,1.6149,1.7227,1.8467,1.8739,1.7701,1.7219
0.86688,0.81403,0.74475,0.53263,0.32655,0.18018,0.020403,-0.050779,-0.13209,-0.37997
0.90423,0.85253,0.93361,0.95184,0.91991,0.86899,0.7552,0.78015,0.70789,0.50872
0.75493,0.66617,0.73861,0.88506,0.98543,1.0204,1.0306,1.1029,1.0793,0.96902
0.72848,0.65319,0.81193,0.90723,1.0426,1.0185,0.98241,0.99695,0.86709,0.74063
0.94094,0.9367,0.90518,0.80252,0.61681,0.48297,0.31116,0.1301,-0.07237,-0.24511
0.87971,0.86526,0.74687,0.64825,0.53446,0.48057,0.45634,0.3727,0.27529,0.12586
1.0214,1.0588,1.0127,0.82476,0.58829,0.50543,0.45665,0.36853,0.29333,0.14563
0.92326,0.9175,0.69057,0.44668,0.22647,0.20162,0.15931,0.063259,0.012473,-0.11154
0.93129,0.81608,0.27319,-0.23436,-0.51002,-0.67458,-0.76309,-0.8791,-0.9577,-1.0538
0.99958,1.0509,1.3472,1.5912,1.6269,1.6872,1.6964,1.6381,1.5264,1.3751
0.95827,1.0203,0.97946,0.99863,0.99,1.0356,1.1121,1.0841,1.0483,0.97552
0.95059,0.99786,0.93696,0.96773,0.99077,1.057,1.1685,1.1336,1.0754,1.0134
0.97087,0.95297,0.59009,0.1814,-0.10979,-0.18639,-0.21406,-0.27329,-0.33448,-0.44676
0.99261,1.0957,1.2085,1.2553,1.302,1.3529,1.4312,1.4003,1.3247,1.2078
0.97357,0.96663,0.8038,0.52682,0.3679,0.21678,0.1181,-0.040274,-0.22042,-0.3805
1.0061,1.1169,1.3978,1.6354,1.7805,1.8583,1.913,1.8503,1.7587,1.6357
1.0025,1.1377,1.2869,1.3243,1.3842,1.3915,1.4676,1.4398,1.3906,1.2819
0.96115,0.96389,0.73605,0.40405,0.24744,0.11527,0.070569,-0.061745,-0.20732,-0.31916
0.93169,1.0387,1.304,1.6581,1.934,2.101,2.2587,2.327,2.3823,2.2885
1.0126,1.0888,1.2928,1.4693,1.4848,1.5663,1.6579,1.5978,1.4883,1.3681
0.96101,0.99806,1.1694,1.3648,1.3614,1.4575,1.5447,1.4828,1.3535,1.2397
1.0015,1.1122,1.2605,1.3626,1.3887,1.3802,1.4434,1.3746,1.2884,1.1983
0.96513,0.99696,1.128,1.2774,1.3238,1.3835,1.4153,1.3523,1.2371,1.1156
1.0222,0.98014,0.90945,0.73096,0.48686,0.29499,0.028731,-0.1033,-0.17044,-0.43908
0.89456,0.70592,0.08088,-0.42216,-0.75276,-0.83858,-0.87464,-0.85344,-0.90976,-0.96505
0.90377,0.83691,0.70081,0.65924,0.58926,0.58925,0.61805,0.5365,0.38963,0.29158
0.97771,0.98781,0.80083,0.62043,0.50813,0.45542,0.44603,0.41044,0.3423,0.24826
1.0661,1.1758,1.4357,1.48,1.3989,1.389,1.3845,1.3168,1.1937,1.0362
0.88705,0.8151,0.42376,-0.02332,-0.20554,-0.30494,-0.29172,-0.3918,-0.50757,-0.62238
1.0333,1.0421,0.97824,0.8293,0.6427,0.53505,0.35036,0.14377,-0.035519,-0.24119
0.92616,1.0536,1.2616,1.5683,1.7469,1.8949,2.0629,2.0835,2.0868,2.0005
0.97383,1.0008,0.94678,0.96838,0.98432,0.90958,0.88308,0.78275,0.66921,0.56477
1.0161,1.1623,1.5276,1.8623,2.0862,2.2351,2.4174,2.4196,2.3504,2.2446
0.8907,0.72425,0.49455,0.31881,0.12032,-0.052994,-0.31986,-0.42769,-0.55802,-0.71652
0.97441,1.0286,0.98154,0.97972,0.99854,1.0292,1.1554,1.081,0.95599,0.9013
0.94863,0.94957,0.76241,0.64685,0.60599,0.56979,0.59665,0.58079,0.52717,0.46753
0.93229,0.85537,0.55444,0.29066,0.019631,-0.1005,-0.16243,-0.25159,-0.3722,-0.50391
0.99178,1.0637,1.2107,1.2421,1.2484,1.2139,1.2031,1.1086,1.0004,0.84847
0.96351,0.97299,0.78967,0.57176,0.428,0.41643,0.51527,0.38376,0.20746,0.1135
1.055,1.0844,1.1253,1.0577,0.88881,0.75767,0.53835,0.43031,0.3274,0.11974
1.0198,1.1647,1.4779,1.627,1.7328,1.7359,1.7908,1.7466,1.6166,1.4775
0.93285,0.88066,0.56706,0.22898,-0.11396,-0.24247,-0.32779,-0.46402,-0.60424,-0.79535
0.98394,1.0734,1.4174,1.7441,1.9025,2.0026,2.1452,2.1492,2.043,1.9494
0.91556,0.96533,0.8679,0.84957,0.87042,0.85985,0.87059,0.79068,0.72024,0.58894
0.96959,0.93902,0.94006,0.92126,0.78778,0.72174,0.6318,0.5169,0.35771,0.15999
0.92023,0.94953,1.0404,0.96796,0.9549,0.90474,0.90065,0.84732,0.73238,0.59263
0.95047,0.99701,1.2935,1.504,1.5928,1.541,1.4605,1.379,1.217,1.0314
1.0132,1.0076,0.91578,0.76897,0.67722,0.49228,0.34512,0.23516,0.089092,-0.045804
1.0283,1.1186,1.423,1.6927,1.8453,1.9169,2.0186,2.0062,1.8957,1.8107
1.0057,1.1202,1.3301,1.4722,1.5093,1.4806,1.4386,1.3656,1.2781,1.1496
0.83267,0.76621,0.75911,0.73655,0.74385,0.66,0.55737,0.51114,0.4208,0.25337
0.9741,0.97688,1.015,1.0181,0.91263,0.83895,0.77034,0.69716,0.61708,0.4584
1.0262,1.1576,1.5715,1.9478,2.1881,2.304,2.3954,2.4104,2.3884,2.2861
0.91091,0.95959,1.2975,1.5597,1.7252,1.756,1.7638,1.7896,1.7419,1.6066
0.94262,1.0765,1.3569,1.7079,1.9714,2.0931,2.2261,2.2412,2.2056,2.1478
0.93442,0.87202,0.48792,0.16442,-0.002103,-0.091879,-0.077198,-0.15145,-0.23587,-0.32241
0.87766,0.88819,0.85168,0.87419,0.82018,0.8926,0.91749,0.84746,0.7476,0.61061
0.94038,0.89986,0.53765,0.056292,-0.24585,-0.44733,-0.65252,-0.74891,-0.82389,-1.0204
0.98947,1.1133,1.4754,1.5957,1.7142,1.6805,1.7348,1.7027,1.5477,1.413
0.92746,0.89656,0.97103,1.0663,1.0404,1.0457,0.96812,0.85066,0.76456,0.62697
0.94065,0.85227,0.47258,0.12428,-0.16907,-0.22713,-0.24803,-0.2403,-0.33468,-0.42718
0.93261,0.94616,0.98814,1.096,1.0619,1.1304,1.194,1.145,1.0234,0.92254
0.89015,0.70479,0.26176,-0.1043,-0.42118,-0.53051,-0.64342,-0.72158,-0.81944,-0.93361
0.98479,1.0038,0.90044,0.82429,0.73752,0.75711,0.84132,0.81272,0.69534,0.61888
0.94075,1.046,1.3406,1.6717,1.8694,2.0673,2.2356,2.2603,2.2629,2.1979
0.74685,0.68667,0.81027,0.95129,1.0744,1.0939,1.0805,1.1247,1.0797,0.93145
0.98332,0.98421,0.82406,0.66905,0.52741,0.49586,0.51084,0.48251,0.37171,0.28032
1.0307,1.0277,1.0425,1.0315,0.8992,0.76056,0.55029,0.40211,0.28822,0.08283
1.0044,1.1098,1.1722,1.1564,1.1455,1.1243,1.1561,1.075,0.97354,0.86302
0.94133,0.87088,0.44623,0.0399,-0.24257,-0.35482,-0.42835,-0.51609,-0.61616,-0.71747
0.92103,1.0024,1.1476,1.2199,1.3232,1.3464,1.4089,1.3779,1.3134,1.1617
0.92324,0.77337,0.53583,0.2572,0.10028,-0.12941,-0.42109,-0.55605,-0.6838,-0.83265
0.82556,0.74351,0.88311,1.04,1.1269,1.0693,0.96936,0.95955,0.85937,0.75409
1.0218,0.99737,0.67877,0.16547,-0.18809,-0.43433,-0.66069,-0.83172,-1.0084,-1.1959
0.78877,0.70645,0.78528,0.93532,1.056,1.0663,1.0235,1.1012,1.1134,0.94801
1.0052,1.1222,1.2832,1.4597,1.5637,1.6146,1.7094,1.6621,1.5813,1.4776
1.0072,1.1264,1.3434,1.4316,1.4462,1.4717,1.5185,1.5067,1.4511,1.3131
0.98888,1.1229,1.4548,1.837,2.0572,2.2474,2.446,2.4293,2.398,2.3468
0.88519,0.64865,-0.045024,-0.53361,-0.68842,-0.88311,-0.95883,-0.99226,-1.067,-1.0848
0.91277,0.75384,0.21221,-0.22652,-0.53833,-0.67954,-0.80661,-0.85127,-0.91346,-0.99381
0.98876,1.0423,1.2076,1.3661,1.3919,1.4341,1.4326,1.3717,1.2849,1.1513
0.9758,0.93943,0.74369,0.51416,0.30164,0.15855,0.003587,-0.080734,-0.13941,-0.30871
1.0031,1.0942,1.3937,1.673,1.8589,1.9693,2.0794,2.0363,1.9256,1.8223
0.91429,0.93597,0.83168,0.78073,0.60975,0.6534,0.64823,0.59485,0.54445,0.42026
0.914,0.85135,0.59305,0.21832,-0.12659,-0.22854,-0.38575,-0.53647,-0.65904,-0.85289
0.97508,1.0458,1.1519,1.1331,1.0689,0.9849,0.92204,0.86598,0.77502,0.61208
1.1006,1.1855,1.3864,1.4071,1.2766,1.2032,1.0471,0.95133,0.83945,0.65893
0.99773,0.99329,1.0835,1.0484,0.97034,0.86068,0.72485,0.6298,0.54826,0.31824
