0.99563,0.97799,0.89961,0.7811,0.68786,0.79824,0.9582,1.0776,1.2637,1.3417
0.96085,0.88852,0.48234,0.20725,0.17038,0.25634,0.49337,0.63932,0.85592,1.0431
1.0082,0.97034,0.81202,0.72359,0.78062,0.78137,1.0479,1.1414,1.155,1.2923
0.96772,0.84979,0.42065,0.094295,0.072273,0.16265,0.44387,0.57335,0.70743,1.0567
0.87675,0.83214,0.63544,0.61956,0.67705,0.85389,1.1393,1.2797,1.4467,1.5987
1.017,1.0566,1.0304,0.99074,1.049,1.1521,1.402,1.5011,1.7136,1.8445
0.98777,0.97814,0.83246,0.74182,0.62008,0.59446,0.69384,0.80569,0.94681,1.0905
0.93246,0.87805,0.81841,0.88335,1.0685,1.2708,1.6003,1.7157,1.9182,2.0735
1.0234,0.97107,0.72385,0.3485,0.030874,0.048397,0.13558,0.33772,0.5913,0.83859
0.99506,1.0263,1.1228,1.3299,1.4718,1.5751,1.8173,1.974,2.2382,2.4131
0.90655,0.83551,0.44118,0.13745,-0.0018843,0.15624,0.53834,1.0509,1.0516,1.2853
0.82574,0.77517,0.74562,0.83198,1.0544,1.1293,1.4375,1.5949,1.7701,1.9243
0.88263,0.83044,0.75044,0.65086,0.56587,0.63831,0.78912,1.035,1.1557,1.0739
0.87588,0.7385,0.69873,0.67653,0.74148,0.86899,0.9648,1.2275,1.3805,1.5477
0.82885,0.69132,0.61625,0.58544,0.56229,0.56424,0.62421,0.79834,0.90424,0.96902
0.72518,0.63158,0.77072,0.8849,1.1327,1.2247,1.4219,1.6844,1.7499,1.8698
0.9367,0.93747,0.95837,0.98705,0.96935,0.96069,1.0222,0.99372,0.9574,1.039
0.8824,0.85116,0.74687,0.72736,0.83118,1.0099,1.297,1.4504,1.5504,1.5909
0.99469,0.9939,0.89455,0.74284,0.61202,0.71837,1.0666,1.2047,1.4109,1.5658
0.91122,0.87271,0.61466,0.42452,0.32729,0.47777,0.71959,0.8618,1.1353,1.289
0.91935,0.7721,0.27319,0.053484,0.045053,0.19019,0.62772,0.67378,0.80934,1.0222
0.90881,0.79724,0.86745,0.92219,0.9333,1.0578,1.192,1.2603,1.3546,1.4674
0.90346,0.79755,0.50394,0.41441,0.41561,0.60255,1.0363,1.2037,1.3991,1.5365
0.90222,0.73176,0.2641,0.016138,0.012142,0.16324,0.49773,0.71962,0.85637,1.0441
0.94126,0.82817,0.31196,-0.044501,-0.18444,-0.045403,0.44547,0.66942,0.84295,1.0016
0.97408,0.93573,0.72873,0.56223,0.58489,0.73064,0.94758,1.0289,1.1403,1.2689
0.97357,0.99611,0.96497,0.94364,1.0404,1.1884,1.4727,1.5386,1.647,1.7805
1.0012,1.0202,1.1227,1.2606,1.4421,1.6905,1.9835,2.2596,2.4873,2.6398
0.94778,0.91747,0.69798,0.48686,0.50811,0.70035,0.97426,1.2143,1.5102,1.7203
0.95871,0.93888,0.73605,0.52428,0.58886,0.63012,0.94476,1.0521,1.1554,1.4271
0.98942,1.0402,1.1673,1.3741,1.4759,1.5868,1.8153,2.1025,2.1613,2.3887
0.93136,0.88876,0.87676,0.94814,0.96345,1.1881,1.4254,1.5978,1.6967,1.9319
0.8851,0.78822,0.71758,0.74716,0.7441,0.93204,1.2459,1.3485,1.3904,1.5316
0.99035,1.0269,1.0362,1.0821,1.1512,1.2524,1.5608,1.6513,1.7226,1.8873
0.87559,0.74201,0.59817,0.59145,0.75529,0.8669,1.1274,1.2805,1.3492,1.4978
1.0168,0.95826,0.86977,0.73096,0.60856,0.59899,0.57762,0.63653,0.60939,0.60558
0.87167,0.66002,0.08088,-0.22826,-0.29896,-0.066933,0.29957,0.60261,0.78427,0.97762
0.87286,0.74555,0.56364,0.65924,0.77085,1.1883,1.6059,1.6751,1.6764,1.7914
0.9602,0.84685,0.39934,0.11182,0.11288,0.28715,0.57919,0.76295,0.95495,1.2732
1.0329,1.0818,1.2,1.1464,1.0025,0.97765,1.0802,1.1763,1.2217,1.2818
0.87443,0.7597,0.34848,0.03219,0.12735,0.27713,0.69293,0.80855,0.9028,1.169
1.016,0.95722,0.80417,0.63839,0.6427,0.81556,1.1645,1.2099,1.4207,1.6897
0.93084,0.98994,0.97529,1.0931,1.2284,1.4305,1.8327,1.8625,2.0868,2.2675
0.92854,0.82732,0.59465,0.53531,0.62882,0.70086,0.91715,1.0453,1.1431,1.3902
0.99572,1.0478,1.123,1.249,1.4439,1.614,1.7704,1.9147,2.0649,2.2446
0.85562,0.68963,0.49455,0.48627,0.48351,0.59322,0.7333,0.75597,0.89279,1.1042
0.92169,0.78056,0.36798,0.13997,0.18536,0.35263,0.77177,0.88299,1.0141,1.1011
0.8653,0.65776,0.15671,-0.089601,0.018656,0.14727,0.4472,0.72905,0.97607,1.2477
0.91637,0.81454,0.52911,0.35396,0.28675,0.36785,0.65883,0.76882,0.85928,1.043
0.97881,1.0254,1.126,1.175,1.238,1.2513,1.4341,1.5272,1.5894,1.8286
0.9463,0.91003,0.67285,0.52099,0.51733,0.72613,1.129,1.2932,1.3916,1.5554
1.0264,0.99631,0.92105,0.8099,0.68135,0.6204,0.66621,0.70502,0.7367,0.81711
0.99943,1.0273,0.98476,0.96655,1.0334,1.1418,1.5195,1.6927,1.6809,1.7602
0.93371,0.88066,0.60781,0.37017,0.20013,0.28596,0.48699,0.61236,0.70829,0.83729
0.98245,1.0071,1.1112,1.1751,1.2871,1.5233,2.0658,2.2275,2.0872,2.2785
0.91369,0.76645,0.27686,0.075668,0.12789,0.18861,0.43187,0.54834,0.72024,0.92158
0.93406,0.89929,0.86342,0.91272,0.87058,1.0625,1.1559,1.2819,1.6155,1.7533
0.92923,0.93352,0.96352,0.91223,0.9549,0.99682,1.1174,1.2565,1.3596,1.4439
0.98801,0.99605,1.1756,1.3068,1.4003,1.4745,1.545,1.6489,1.7319,1.8189
0.95968,0.7826,0.3629,0.089881,0.072419,0.079885,0.23403,0.30216,0.40884,0.59494
0.99436,1.0086,1.1533,1.2655,1.4308,1.5398,1.8046,2.0062,2.0685,2.3264
1.0056,1.0503,1.1047,0.98304,1.0632,1.2387,1.3301,1.3656,1.6652,1.7945
0.85225,0.75643,0.73387,0.7346,0.72402,0.7839,0.71478,0.72439,0.81507,0.91337
0.97794,0.96087,0.97895,0.98865,0.91263,0.92727,1.0537,1.2218,1.301,1.3394
0.99463,1.0109,1.159,1.3526,1.5195,1.6445,1.8651,2.047,2.1814,2.3488
0.92169,0.96959,1.2739,1.5208,1.6677,1.7155,1.8257,1.9692,2,2.0679
0.94078,1.0373,1.1995,1.4691,1.7111,1.8371,2.0457,2.1469,2.2056,2.2134
0.91594,0.80808,0.44266,0.22943,0.22497,0.33714,0.62256,0.82793,0.90357,1.1346
0.89174,0.76205,0.3406,0.17356,0.3409,0.63023,0.96824,1.3276,1.5823,2.0211
